idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0000012467,APOLINAR FIGUEROA CASAS,Guía Ambiental Hortifrutícola de Colombia,Libro resultado de investigación,False,Colombia,2009,Ministerio De Ambiente Vivienda Y Desarrollo Territorial,978-958-8491-25-7,1,92,No Aplica,No Aplica,No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, ADOLFO PLAZAS, FERNANDO ANDRES MUNOZ GOMEZ, JUAN DIEGO OTERO SARMIENTO, JUAN PABLO MARTINEZ I, LORENA ALVEAR NARVAEZ, LUZ ESTELLA PEMBERTY, LUZ STELLA PEMBERTHY GALLO, MARIA CRISTINA ORDONEZ DIAZ, MARTA LUCIA BURBANO, MONICA PATRICIA VALENCIA ROJAS, SAMIR CARLO JOAQUI DAZA",Cociencia Cauca: Plan Estartégico Departamental De Ciencia Tecnología E Innovación,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,No Aplica,No Aplica,No Aplica
0001347426,ANGELA LUCIA PANTOJA MATTA,Microalgas Acuáticas: La Otra Escala De La Biodiversidad De La Amazonia Colombiana.,Otro libro publicado,False,Colombia,2009,Instituto Amazonico De Investigaciones Cientificas Sinchi,978-958-8317-43-4,1,218,No Aplica,No Aplica,No Aplica
0000513024,"CLAUDIA ALEJANDRA MEDINA URIBE, CARLOS CULTID MEDINA URIBE",Escarabajos Coprófagos (Scarabaeinae) Del Eje Cafetero: Guía Para El Estudio Ecológico,Libro resultado de investigación,False,Colombia,2012,WCS Books,978-958-98927-5-6,0,196,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica
0001359696,"DIANA MARCELA RUIZ ORDONEZ, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS, SAMIR CARLOS JOAQUI DAZA",Cociencia Cauca: Plan Estartégico Departamental De Ciencia Tecnología E Innovación,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000280402,"JORDI MORATO FARRERAS, GUSTAVO ANTONIO PENUELA MESA","Congreso Internacional En Gestión Sostenible Del Agua: Reutilización, Tratamiento Y Evaluación De La Calidad: 16-18 De Julio Medellín Colombia.",Libro resultado de investigación,False,Colombia,2008,Universidad De Antioquia,978-958-44-3709-9,1,482,sostenibilidad;calidad de agua;tratamiento de aguas,Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica,No Aplica
0000280402,"JORDI MORATO FARRERAS, GUSTAVO ANTONIO PENUELA MESA",Manual De Tecnologías Sostenibles En Tratamiento De Aguas,Libro resultado de investigación,False,Colombia,2009,Divegráficas,978-958-44-5307-5,1,113,tratamiento de aguas;tecnologías sostenibles,Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica,No Aplica
0000280402,"JORDI MORATO FARRERAS, JOAN GARCIA, JOSEP MARIA BAYONA",Nuevos Criterios Para El Diseño Y Operación De Humedales Construidos Una Alternativa De Bajo Coste Para El Tratamiento De Aguas Residuales Editores,Libro resultado de investigación,False,España,2004,UPC-CSIC-MEC-Consorci per a la Defensa del Besós,8476538545,1,100,humedales;aguas residuales,Ciencias Naturales;Ciencias Biológicas;Biología Celular y Microbiología,"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000280402,JORDI MORATO FARRERAS,"Manual de gestión sostenible del agua: Evaluación de la calidad, tratamiento y reutilización",Libro resultado de investigación,False,España,2009,TECSPAR,978-958-44-3709-9,,,No Aplica,No Aplica,No Aplica
0000849626,"JULIANA ISABEL SARMIENTO CASTILLO, ANDRES MAURICIO GOMEZ SANCHEZ, CLAUDIA LICETH FAJARDO HOYOS","Informe de Diagnóstico del Mercado laboral de la ciudad de Popayán, 2013",Libro resultado de investigación,False,Colombia,2013,Ediorial Universidad Del Cauca,978-958-732-121-0,,,No Aplica,"Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo)",No Aplica
0000849626,"JULIANA ISABEL SARMIENTO CASTILLO, MARCELA AVILA CERON, ALEJANDRA MILLER RESTREPO, ANDRES MAURICIO GOMEZ SANCHEZ",Análisis del Trabajo y Desempleo de las Mujeres en Situación de Pobreza de la Ciudad de Popayán,Libro resultado de investigación,True,Colombia,2014,Nuevas Ediciones,978-958-8863-80-1,,,No Aplica,"Ciencias Sociales;Economía y Negocios;Econometría, Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo), Ciencias Sociales;Economía y Negocios;Economía",No Aplica
0000182079,MARIA CRISTINA GALLEGO ROPERO,"Maravillas emplumadas. Una mirada a la avifauna de Santa Rosa, Cauca",Libro resultado de investigación,False,Colombia,2023,Editorial Universidad Del Cauca,978-958-46-6593-5,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica
0000182079,MARIA CRISTINA GALLEGO ROPERO,"Memorias diplomado en biologia, ecologia y taxonomia de Scarabaeoidea",Libro resultado de investigación,False,Colombia,2007,Centro Editorial Universidad Del Valle,958-720-201-9,50,140,No Aplica,No Aplica,No Aplica
0000587931,"CONSTANZA RICAURTE VILLOTA, MARTHA LUCERO BASTIDAS SALAMANCA",Regionalización oceanográfica: una visión dinámica del Caribe,Libro resultado de investigación,False,Colombia,2017,INVEMAR,978-958-8935-24-9,,,No Aplica,No Aplica,No Aplica
0000445681,"APOLINAR FIGUEROA CASAS, MONICA PATRICIA VALENCIA ROJAS","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",Libro resultado de investigación,True,Colombia,2009,Editorial Universidad Del Cauca,978-958-732-009-1,0,404,Ecosistemas Estratégicos;Gestión ambiental;Macizo colombiano,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Otras Biologías","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000445681,"MONICA PATRICIA VALENCIA ROJAS, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS",Cociencia Cauca: Plan Estartégico Departamental De Ciencia Tecnología E Innovación,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000445681,"MONICA PATRICIA VALENCIA ROJAS, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, VICTORIA EUGENIA CEBALLOS, SILVIO ANDRES ORDONEZ ZUNIGA, JUAN DIEGO OTERO, DAYAN GONZALEZ, DIANA MARCELA RUIZ",Estrategias Piloto de Adaptación al Cambio Climático en Fuentes abastecedoras de los acueductos en los municipios de Cajibío y Popayán,Libro resultado de investigación,True,Colombia,2013,Centro Internacional de Investigación e Innovación del Agua (CIAgua),978-958-58320-0-8,,,No Aplica,No Aplica,No Aplica
0000445681,"SAMIR CARLOS JOAQUI DAZA, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS, DAYAN GONZALEZ","Diseño de un plan interinstitucional de manejo, gestión y acciones integrales de recuperación y mantenimiento en los cerros tutelares de la ciudad de popayán",Libro resultado de investigación,True,Colombia,2014,ECOTECMA SAS,978-958-58817-0-9,,,No Aplica,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente,No Aplica
0000445681,MONICA PATRICIA VALENCIA ROJAS,Cartilla De Educacion Ambiental Educando Para Formar Sembradores De Agua,Libro resultado de investigación,False,Colombia,2007,Univesidad Del Cauca,978-958-9451-44-1,1,78,Educacion Ambiental;Caracterizacion Biologica Participativa,No Aplica,No Aplica
0001009788,"NILSA LORENA ALVEAR NARVAEZ, VICTORIA EUGENIA CEBALLOS SARRIA, APOLINAR FIGUEROA CASAS",El cambio climático en ecosistemas de altamontaña,Libro resultado de investigación,False,Colombia,2012,Editorial Unicauca,en tramite,0,40,Cambio Climatico;Ecosistemas de Altamontaña;PERCEPCIONES SOCIALES;Suroccidente Colombiano,Ciencias Naturales;Ciencias Biológicas;Ecología,Educación
0001009788,"NILSA LORENA ALVEAR NARVAEZ, APOLINAR FIGUEROA CASAS, FERNANDO MUNOZ, JUAN PABLO MARTINEZ, LUZ STELLA PEMBERTHY, MARIA CRISTINA ORDONEZ DIAS, MONICA PATRICIA VALENCIA, SAMIR JOAQUI",Conciencia Cauca: Plan Estratégico Departamental De Ciencia Tecnología E Innovación,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,No Aplica,No Aplica,No Aplica
0000012548,PABLO CESAR LEHMANN ALBORNOZ,"Diversidade Genêtica e Conservação de Salminus brasiliensis nas bacias hidrográficas do Parana, Uruguai e Guaíba. Fundamentos para poviamento e repovoamento do peixe dourado em nossos rios",Libro resultado de investigación,False,Brasil,2014,oikos,978-85-7843-408-3,,,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica
0000723690,SAMIR CARLOS JOAQUI DAZA,Memorias Ii Festival De La Ciencia La Tecnologia Y El Medio Ambiente Para El Departamento Del Cauca,Libro resultado de investigación,False,Colombia,2008,Ediorial Universidad Del Cauca,978-958-732-005-3,100,100,No Aplica,No Aplica,No Aplica
0000723690,SAMIR CARLOS JOAQUI DAZA,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",Libro resultado de investigación,False,Colombia,2009,Editorial Universidad Del Cauca,978-958-732-009-1,1,360,No Aplica,No Aplica,No Aplica
0000723690,SAMIR CARLOS JOAQUI DAZA,Memorias Ii Festival De La Ciencia La Tecnologia Y El Medio Ambiente Para El Departamento Del Cauca,Libro resultado de investigación,False,Colombia,2008,Ediorial Universidad Del Cauca,978-958-732-005-3,1,49,No Aplica,No Aplica,No Aplica
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, DIANA MARCELA RUIZ, JUAN PABLO MARTINEZ IDROBO, MARIA CRISTINA ORDONEZ DIAZ",Cociencia Cauca: Plan Estartégico Departamental De Ciencia Tecnología E Innovación,Libro resultado de investigación,False,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO",Cartilla De Educacion Ambiental Educando Para Formar Sembradores De Agua,Libro resultado de investigación,False,Colombia,2007,Univesidad Del Cauca,978-958-9451-44-1,1,78,Comunidades rurales ;Educación Ambiental ;Participacion Comunitaria,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Peces de la cuenca del río Seco y otros directos al Magdalena.,Libro resultado de investigación,False,Colombia,2017,Corporación Autónoma Regional de Cundinamarca,978-958-8188-79-9,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Anfibios de la cuenca del río Seco y otros directos al Magdalena,Libro resultado de investigación,False,Colombia,2017,Corporación Autónoma Regional de Cundinamarca,978-958-8188-73-7,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Reptiles de la cuenca del río Seco y otros directos al Magdalena,Libro resultado de investigación,False,Colombia,2017,Corporación Autónoma Regional de Cundinamarca,978-958-8188-81-2,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Aves de la cuenca del río Seco y otros directos al Magdalena,Libro resultado de investigación,False,Colombia,2017,Corporación Autónoma Regional de Cundinamarca,978-958-8188-77-5,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Mamíferos de la cuenca del río Seco y otros directos al Magdalena,Libro resultado de investigación,False,Colombia,2017,Corporación Autónoma Regional de Cundinamarca,978-958-8188-75-1,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0000195804,"VOLKER HECK, CLEMENS VON LOOZ CORWAREM, BIRGIT MOTAG, HELMUT SCHNEIDER, DOROTHEA WIKTORIN, LINDER W, GUNTHER GLEBE","Blick Aus Dem Weltraum - Düsseldorf Im Satellitenbild, Aus: Düsseldorf Atlas",Otro libro publicado,False,Alemania,2004,Emons Verlag,1397838973,,224,No Aplica,No Aplica,No Aplica
0000195804,VOLKER HECK,Vergleichende Untersuchungen von typischen Geoökotopen im Municipio (Gemeinde) Caicedonia/Valle/Kolumbien auf Basis von GÖK und POT,Libro resultado de investigación,False,Alemania,2000,No Aplica,061-20000701,0,160,No Aplica,No Aplica,No Aplica
0000195804,VOLKER HECK,Geoökologische Untersuchungen im PNN Puracé / Kolumbien Ein Ansatz zur Optimierung der Erfassung von Geo- und Bio-Ressourcen in hochandinen,Libro resultado de investigación,False,Alemania,2006,Ökosystemen,061200605310014131,0,238,Geoökologische;Puracé-Kolumbien;PNN,Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural,No Aplica
0001584812,INGRID JIMENA CAMPO BAENA,Caducidad de la Reparación Directa por Desaparición Forzada,Libro resultado de investigación,True,España,2020,Editorial Académica Española,978-620-0-41158-7,,,No Aplica,No Aplica,No Aplica
0000079551,"LEIDY CONSUELO TORRES COLLAZOS, JESUS GIOVANNI UZURIAGA CERON",APROXIMACIÓN BÁSICA A LA METODOLOGÍA DE INVESTIGACIÓN CUALITATIVA,Libro resultado de investigación,True,Colombia,2019,CORPORACIÓN UNIVERSITARIA UNICOMFACAUCA,978-958-56791-5-3,,,No Aplica,No Aplica,No Aplica
0001570740,JORGE EDUARDO OROZCO ALVAREZ,Gestion Financiera,Libro resultado de investigación,False,Colombia,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001463473,MARIA FERNANDA PERALTA GOYES,LA DIMENSION HUMANISTICA EN LA FORMACION CONTABLE,Libro resultado de investigación,True,Colombia,2015,CORPORACION UNIVERSITARIA UNICOMFACAUCA,978-958-99756-4-0,,,Contaduría Pública,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales",No Aplica
0000011231,JAIME MARTIN FRANCO,Radicales en Química Orgánica,Libro resultado de investigación,True,Colombia,2014,Sello Editorial Universidad del Cauca,978-958-732-156-2,,,Cianuración de la posicion anomerica de glicopiran;Radicales;radical sisilo;radicales tris(trimetilsilil)sililo;tris(trimetilsilil)silano,Ciencias Naturales;Ciencias Químicas;Química Orgánica,No Aplica
0000011258,"RICARDO BENITEZ BENITEZ, RODRIGO ANDRES SARRIA VILLA, JOSE ANTONIO GALLO CORREDOR",Phenolic compounds from Pinus bark,Libro resultado de investigación,True,Letonia,2018,Scholars' Press,978-620-2-31565-4,,,No Aplica,No Aplica,No Aplica
0001394281,"JHONATAN GUTIERREZ GARAVIZ, JONATAN VALENCIA PAYAN, MANUEL ALEJANDRO BENACHI OSORIO, YIRA MARBALIS ORTIZ MEDINA, LILIANA CRISTINA MENDOZA FLOREZ, JUAN MANUEL BAYONA ARENAS",MANUAL DE LABORATORIO,Libro pedagógico y/o de divulgación,False,Colombia,2019,Servicio Nacional de Aprendizaje - SENA Bogotá,978-958-15-0515-9,,,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas, Ciencias Naturales;Ciencias Químicas;Química Física",No Aplica
0001394281,JHONATAN GUTIERREZ GARAVIZ,"GRIANZA, MICROGANADERÍA SUSTENTABLE",Libro resultado de investigación,True,Colombia,2019,Servicio Nacional de Aprendizaje - SENA Bogotá,978-958-15-0540-1,,,No Aplica,No Aplica,No Aplica
0001394281,JHONATAN GUTIERREZ GARAVIZ,"R PARA APRENDICES SENA, TOMO I. ENTORNO R, HERRAMIENTAS Y OPERACIONES BÁSICAS",Libro resultado de investigación,True,Colombia,2020,Servicio Nacional de Aprendizaje - SENA Bogotá,978-958-15-0564-7,,,Aprendices;Estadística;Programación,Ciencias Naturales;Matemática;Estadísticas y Probabilidades (Investigación en Metodologías),No Aplica
0001394281,JHONATAN GUTIERREZ GARAVIZ,"R PARA APRENDICES SENA, TOMO II, ESTADÍSTICA DESCRIPTIVA",Libro resultado de investigación,True,Colombia,2020,Servicio Nacional de Aprendizaje - SENA Bogotá,978-958-15-0567-8,,,Estadística;Aprendices;Programación,Ciencias Naturales;Matemática;Estadísticas y Probabilidades (Investigación en Metodologías),No Aplica
0000774642,JUAN MANUEL DIEZ HERNANDEZ,Análisis Comparativo de los métodos actuales de simulación hidráulica en PHABSIM-IFIM y su influencia en la evaluación del hábitat fluvial: propuesta de nuevos modelos hidráulicos unidimensionales,Libro resultado de investigación,False,España,2005,Proquest Information and Learning - España,92826-8,1,428,Ecohidráulica;Modelación hidráulica;IFIM;PHABSIM;LogD,No Aplica,No Aplica
0000774642,JUAN MANUEL DIEZ HERNANDEZ,Análisis comparativo de los métodos actuales de simulación hidráulica en PHABSIM-IFIM y su influencia en la evaluación del hábitat fluvial,Libro resultado de investigación,False,España,2006,Taller Digital de la Universidad de Alicante,8846896672,1,640,Ecohidráulica;PHABSIM-IFIM,No Aplica,No Aplica
0000011614,"GISELLE ZAMBRANO GONZALEZ, VIVIAN ELIANA SANDOVAL",Catalogo De Hormigas Presentes En El Museo De Historia Natural Universidad Del Cauca,Otro libro publicado,False,Colombia,2007,Universidad del Cauca,9584405012,1,60,Biodiversidad;hymenoptera;hormigas,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica
0000240362,CAROLINA ALCAZAR CAICEDO,Planeación ambiental para La conservación de la biodiversidad en las áreas operativas de Ecopetrol localizadas en el Magdalena Medio y Los llanos Orientales.,Libro resultado de investigación,False,Colombia,2010,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,978-958-8343-45-7,,,No Aplica,No Aplica,No Aplica
0000240362,CAROLINA ALCAZAR CAICEDO,Planeación Ambiental Para La Conservación De La Biodiversidad En Las Áreas Operativas De Ecopetrol S.A. Localizadas En El Magdalena Medio Y Los Llanos Orientales De Colombia.,Libro resultado de investigación,False,Colombia,2011,Editorial Instituto Alexander von Humboldt,978-958-8343-51-8,,,No Aplica,No Aplica,No Aplica
0000240362,CAROLINA ALCAZAR CAICEDO,Plan de acción estratégico para fortalecer la conservación y el uso de los recursos fitogenéticos mesoamericanos para la adaptación de la agricultura al cambio climático,Libro resultado de investigación,False,Colombia,2013,Bioversity International,978-92-9043-968-4,,,No Aplica,No Aplica,No Aplica
0000881040,"JORGE EDUARDO BOTERO ECHEVERRI, ANDRES MAURICIO LOPEZ, ROCIO ESPINOSA ALDANA, EDDY CATALINA CASAS CRUZ",Aves De Zonas Cafeteras Del Sur Del Huila,Libro resultado de investigación,False,Colombia,2010,Federación Nacional de Cafeteros,978-958-8490-04-5,1,48,Censos participativos;Comunidades de caficultores;Biodiversidad;Aves;Café,No Aplica,No Aplica
