idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0001444861,"VIANNY LIZHET PLAZA ORTEGA, MONICA VALENCIA ROJAS, APOLINAR FIGUEROA CASAS",Estimación de la intervención antrópica en un sistema de altamontaña en el Parque Nacional Natural Puracé-Cauca,Memorias Del Xiii Congreso Internacional Y Xix Congreso Nacional De Ciencias Ambientales,False,2014,Academia Nacional de Ciencias Ambientales,Academia Nacional de Ciencias Ambientales,,1667 - 1673,No Aplica,No Aplica,No Aplica,Estimación de la intervención antrópica en un sistema de altamontaña en el Parque Nacional Natural Puracé-Cauca,Memorias Del Xiii Congreso Internacional Y Xix Congreso Nacional De Ciencias Ambientales
0001388382,"VICTORIA EUGENIA CEBALLOS SARRIA, MARIA CRISTINA GALLEGO, APOLINAR FIGUEROA CASAS","Distribución de la macrofauna edáfica en dos relictos de bosque de roble (Quercus Humboldtii, Bonpland) cuenca del Rio Palacé.","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,313 - 331,No Aplica,No Aplica,No Aplica,"Distribución de la macrofauna edáfica en dos relictos de bosque de roble (Quercus Humboldtii, Bonpland) cuenca del Rio Palacé.","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000195804,VOLKER HECK,Blick aus dem Weltraum - Düsseldorf im Satellitenbild,"Blick Aus Dem Weltraum - Düsseldorf Im Satellitenbild, Aus: Düsseldorf Atlas",False,2004,No Aplica,No Aplica,,10 - 11,No Aplica,No Aplica,No Aplica,Blick aus dem Weltraum - Düsseldorf im Satellitenbild,"Blick Aus Dem Weltraum - Düsseldorf Im Satellitenbild, Aus: Düsseldorf Atlas"
0000195804,VOLKER HECK,Prima Klima in Düsseldorf?,Ökologische Stadt Düsseldorf,False,2011,No Aplica,No Aplica,,81 - 101,No Aplica,No Aplica,No Aplica,Prima Klima in Düsseldorf?,Ökologische Stadt Düsseldorf
0000195804,VOLKER HECK,Auf den Straßen der Stadt - Verkehrsentwicklung in Düsseldorf,Ökologische Stadt Düsseldorf,False,2011,No Aplica,No Aplica,,91 - 101,No Aplica,No Aplica,No Aplica,Auf den Straßen der Stadt - Verkehrsentwicklung in Düsseldorf,Ökologische Stadt Düsseldorf
0000195804,"VOLKER HECK, APOLINAR FIGUEROA CASAS",Climatología de la Zona Norte del Parque Nacional Natural Puracé y su análisis en el Marco de los Datos Históricos Existentes,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca,False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,55 - 75 1,No Aplica,No Aplica,No Aplica,Climatología de la Zona Norte del Parque Nacional Natural Puracé y su análisis en el Marco de los datos Históricos Existentes,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca
0001345345,YANLIKA AURORA VIDAL PINILLA,CATEDRA POPAYÁN UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ. Popayán Rural y su tradición Oral: Otros saberes son posibles,UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ,False,2018,Ministerio De Cultura Instituto Colombiano De Antropologia Red De Solidaridad Organizacion De Bar,Ministerio De Cultura Instituto Colombiano De Antropologia Red De Solidaridad Organizacion De Bar,,132 - 146 1,No Aplica,No Aplica,No Aplica,CATEDRA POPAYÁN UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ. Popayán Rural y su tradición Oral: Otros saberes son posibles,UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ
0001345345,"YANLIKA AURORA VIDAL PINILLA, GEHOVELL JULIANA VIDAL PINILLA, JOSE FERNANDO GRASS RAMIREZ","EXPERIENCIA DE ENCADENAMIENTO PRODUCTIVO EN EL CAUCA, UNA MIRADA DESDE LAS ORGANIZACIONES",Redes de solidaridad y organizaciones en contextos de diversidad,True,2020,ARTEMIS,ARTEMIS,,93 - 112 1,ORGANIZACIONES,"Ciencias Agrícolas;Otras Ciencias Agrícolas;Otras Ciencias Agrícolas, Humanidades;Otras Humanidades;Otras Humanidades",No Aplica,"EXPERIENCIA DE ENCADENAMIENTO PRODUCTIVO EN EL CAUCA, UNA MIRADA DESDE LAS ORGANIZACIONES",REDES DE SOLIDARIDAD Y ORGANIZACIONES EN CONTEXTOS DE DIVERSIDAD
0001345345,"ANYELA VIVIANA MUNOZ SILVA, YANLIKA AURORA VIDAL PINILLA, ADRIANA EDUVIGES SARRIA LOPEZ",JOVENES RURALES ENTORNO AL MEDIO AMBIENTE Y CONSTRUCCIÓN DE PAZ,APROXIMACIONES A LOS ESTUDIOS ORGANIZACIONALES EN EL SUR OCCIDENTE COLOMBIANO,False,2021,Usc Universidad Santiago De Cali Editorial,Usc Universidad Santiago De Cali Editorial,,129 - 157,ORGANIZACIÓN DE ESTUDIANTES,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica,JOVENES RURALES ENTORNO AL MEDIO AMBIENTE Y CONSTRUCCIÓN DE PAZ,APROXIMACIONES A LOS ESTUDIOS ORGANIZACIONALES EN EL SUR OCCIDENTE COLOMBIANO
0001130820,LEIDY CONSUELO TORRES COLLAZOS,María Cano y el juego de la representación,El camino hacia las sociedades inclusivas,False,2022,Dykinson S.L.,Dykinson S.L.,,1 -,No Aplica,Humanidades;Otras Humanidades;Otras Humanidades,No Aplica,María Cano y el juego de la representación,El camino hacia las sociedades inclusivas
0001130820,LEIDY CONSUELO TORRES COLLAZOS,EL TERRORISMO EN OCHO CARICATURAS: 11 DE SEPTIEMBRE DE 2001 Y FALSOS POSITIVOS EN COLOMBIA,Narrativas emergentes para la comunicación digital,False,2022,Dykinson S.L.,Dykinson S.L.,,1 -,No Aplica,Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social,No Aplica,EL TERRORISMO EN OCHO CARICATURAS: 11 DE SEPTIEMBRE DE 2001 Y FALSOS POSITIVOS EN COLOMBIA,Narrativas emergentes para la comunicación digital
0001130820,LEIDY CONSUELO TORRES COLLAZOS,"""UNA FEMINISTA EN LA ERA DIGITAL: ¿MUJERES COLONIZADAS EN EL MUNDO DE LA INTERNET?""","Algoritmos, teletrabajo y otros grandes temas del feminismo digital",False,2022,Dykinson S.L.,Dykinson S.L.,,1 -,No Aplica,Humanidades;Otras Humanidades;Otras Humanidades,No Aplica,"""UNA FEMINISTA EN LA ERA DIGITAL: ¿MUJERES COLONIZADAS EN EL MUNDO DE LA INTERNET?""","Algoritmos, teletrabajo y otros grandes temas del feminismo digital"
0001130820,"LEIDY CONSUELO TORRES COLLAZOS, VICTORIA EUGENIA PINO TERAN, DIANA PATRICIA BELALCAZAR CHANTRE","EMPODERAMIENTO CON PRESPECTIVA CRITICA DE GÉNERO EN TEMAS JURÍDICOS, ADMINISTRATIVOS Y ORGANIZATIVOS, PARA LA FUNDACIÓN PARA LA ATENCIÓN INTEGRAL DE LAS PERSONAS CON CAPACIDADES DIFERENTES ?UNTAK MISAK? DEL MUNICIPIO DE SILVIA- CAUCA",Feminismo en la línea del tiempo: desde las (in)visibilidades al concepto de felicidad,False,2023,Sello editorial Unicomfacauca,Sello editorial Unicomfacauca,,1 -,No Aplica,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica,"EMPODERAMIENTO CON PRESPECTIVA CRITICA DE GÉNERO EN TEMAS JURÍDICOS, ADMINISTRATIVOS Y ORGANIZATIVOS, PARA LA FUNDACIÓN PARA LA ATENCIÓN INTEGRAL DE LAS PERSONAS CON CAPACIDADES DIFERENTES ?UNTAK MISAK? DEL MUNICIPIO DE SILVIA- CAUCA",Feminismo en la línea del tiempo: desde las (in)visibilidades al concepto de felicidad
0001138413,ANDRES EDILBERTO VARGAS ROJAS,VIOLENCIA POLÌTICA Y PARTICIPACIÒN ELECTORAL:INCIDENCIA DE LOS ACTORES ARMADOS ILEGALES EN LAS ELECCIONES LOCALES EN COLOMBIA,"MAPAS Y FACTORES DE RIESGO ELECTORAL. ELECCIONES DE AUTORIDADES LOCALES, COLOMBIA 2015",False,2015,GRUPO TECNICO MAPAS DE RIESGO ELECTORAL MOE,GRUPO TECNICO MAPAS DE RIESGO ELECTORAL MOE,,325 - 337,No Aplica,No Aplica,No Aplica,VIOLENCIA POLÌTICA Y PARTICIPACIÒN ELECTORAL:INCIDENCIA DE LOS ACTORES ARMADOS ILEGALES EN LAS ELECCIONES LOCALES EN COLOMBIA,"MAPAS Y FACTORES DE RIESGO ELECTORAL. ELECCIONES DE AUTORIDADES LOCALES, COLOMBIA 2015"
0000623865,DIANA CATHERINE CHACON JANSASOY,RELACIONES PATRIARCALES Y SEXISTAS EN LA EDUCACIÓN SUPERIOR; EXPERIENCIAS ESTUDIANTILES,Una educación sexista: Un debate para la paz,False,2018,Universidad del Cauca,Universidad del Cauca,,41 - 54,"Patriarcado;Relaciones sexistas,;Educación superior","Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica,RELACIONES PATRIARCALES Y SEXISTAS EN LA EDUCACIÓN SUPERIOR; EXPERIENCIAS ESTUDIANTILES,Una educación sexista: Un debate para la paz
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, KARLA XIMENA HURTADO MOTTA, RUBEN DARIO MACIAS BAMBAGUE",Propiedad planta y equipó: tratamiento contable para pequeñas y medianas empresas.,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,179 - 228,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Propiedad planta y equipó: tratamiento contable para pequeñas y medianas empresas.,Gestión Financiera
0001570740,"ELIAN FELIPE OME ROJAS, JORGE EDUARDO OROZCO ALVAREZ",Análisis de las empresas Unicornio en el contexto financiero Mundial,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,61 - 92,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Análisis de las empresas Unicornio en el contexto financiero Mundial,Gestión Financiera
0001570740,"MARITZA CASTILLO DORADO, JORGE EDUARDO OROZCO ALVAREZ",Activos biológicos enfocados a la producción de carne,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,249 - 263,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Activos biológicos enfocados a la producción de carne,Gestión Financiera
0001570740,"ANGIE VALENTINA LOPEZ ORTIZ, JORGE EDUARDO OROZCO ALVAREZ",Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,229 - 248,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, JUAN CAMILO RUIZ JACOME, MARIA FERNANDA ZULUAGA TOBAR",Caracterización en la toma de decisiones entre las finanzas clásicas y las conductuales.,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,93 - 114,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Caracterización en la toma de decisiones entre las finanzas clásicas y las conductuales.,Gestión Financiera
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, DEIMER JHONFRANK BENAVIDEZ MOSCA, YOINER MUTIS ORTEGA",Activos biológicos: cultivos a corto y largo plazo,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,151 - 178,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Activos biológicos: cultivos a corto y largo plazo,Gestión Financiera
0001570740,JORGE EDUARDO OROZCO ALVAREZ,Las políticas de la OCDE y su posible impacto en paises latinoamericanos,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,9 - 60,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Las políticas de la OCDE y su posible impacto en paises latinoamericanos,Gestión Financiera
0001570740,JORGE EDUARDO OROZCO ALVAREZ,Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,229 - 248,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera
0001570740,"SHARLY LORENA SONS HERNNDEZ, JORGE EDUARDO OROZCO ALVAREZ",Mercado de Derivados como alternativa de financiación e Inversión para Pymes en Popayán,Gestión Financiera,False,2023,Sello Editorial Uniautonoma del cauca,Sello Editorial Uniautónoma del Cauca,,115 - 150,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,Mercado de Derivados como alternativa de financiación e Inversión para Pymes en Popayán,Gestión Financiera
0001364030,JOSE ARVEY CAMARGO ROJAS,La ultima tentación de la corte Interamericana de Derechos Humanos,Derecho Internacional de los derechos humanos y justicia transicional,False,2018,Editorial Leyer,Editorial Leyer,,305 - 333,No Aplica,No Aplica,No Aplica,La ultima tentación de la corte Interamericana de Derechos Humanos,Derecho Internacional de los derechos humanos y justicia transicional
0001364030,JOSE ARVEY CAMARGO ROJAS,la justicia constitucional en el estado social de derecho,DIVERSIDADES Y DERECHOS DIFERENCIADOS,False,2021,editorial Diké / UNiversidad Santiago de Cali,editorial Diké / UNiversidad Santiago de Cali,,185 - 204 1,No Aplica,No Aplica,No Aplica,la justicia constitucional en el estado social de derecho,diversidades y derechos diferenciados
0000068797,JUAN MANUEL VALENCIA VELOSA,"Análisis de los procesos internos y organizativos de la Cooperativa Multiactiva del Macizo COMFIAR y los encadenamientos productivos Agroambientales del Comité integración del Macizo Colombiano, año 2021",Ciencias en las regiones - I Simposio Nacional Sociedad de Doctores e Investigadores de Colombia,False,2022,Editorial SoPhIC,Editorial SoPhIC,,44 -,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,"Análisis de los procesos internos y organizativos de la Cooperativa Multiactiva del Macizo COMFIAR y los encadenamientos productivos Agroambientales del Comité integración del Macizo Colombiano, año 2021",Ciencias en las regiones - I Simposio Nacional Sociedad de Doctores e Investigadores de Colombia
0000068797,JUAN MANUEL VALENCIA VELOSA,"Análisis estratégico de las dinámicas organizativas respecto a la generación de café especial asociación de productores y exportadores por un mejor vivir, Aspronex en Belalcázar Páez Cauca.",Cooperación e integración Internacional: Una visión de las Escuelas de Negocios,False,2023,Asociación Colombiana de Facultades de Administración (978-958-53890),Asociación Colombiana de Facultades de Administración (978-958-53890),,1 -,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,"Análisis estratégico de las dinámicas organizativas respecto a la generación de café especial asociación de productores y exportadores por un mejor vivir, Aspronex en Belalcázar Páez Cauca.",Cooperación e integración Internacional: Una visión de las Escuelas de Negocios
0001379080,LUIS ANGEL MENESES CERON,"Una aproximación al emprendimiento rural . Estudio de caso en la asociación de mujeres caficultoras ¿MAIKAFE¿ municipio de Piendamó, departamento del Cauca",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador,False,2018,Institución Universitaria CESMAG,Institución Universitaria CESMAG,,106 - 123,No Aplica,No Aplica,No Aplica,"Una aproximación al emprendimiento rural . Estudio de caso en la asociación de mujeres caficultoras ¿MAIKAFE¿ municipio de Piendamó, departamento del Cauca",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador
0001379080,LUIS ANGEL MENESES CERON,"Las Agrocadenas una estrategia de asociatividad, productividad y competitividad para el desarrollo regional.",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador,False,2018,Institución Universitaria CESMAG,Institución Universitaria CESMAG,,185 - 197,No Aplica,No Aplica,No Aplica,"Las Agrocadenas una estrategia de asociatividad, productividad y competitividad para el desarrollo regional.",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador
0001379080,LUIS ANGEL MENESES CERON,"IMPACTO DE LA INNOVACIÓN INCREMENTAL EN LA EDUCACIÓN COMPLEMENTARIA, ESTUDIO DE CASO, CENTRO DE ENRIQUECIMIENTO CIENTÍFICO, TECNOACADEMIA SENA NODO CALI",Factores determinantes de los procesos de innovación en las organizaciones,False,2019,Institución Universitaria CESMAG,Institución Universitaria CESMAG,,19 - 54,No Aplica,No Aplica,No Aplica,"IMPACTO DE LA INNOVACIÓN INCREMENTAL EN LA EDUCACIÓN COMPLEMENTARIA, ESTUDIO DE CASO, CENTRO DE ENRIQUECIMIENTO CIENTÍFICO, TECNOACADEMIA SENA NODO CALI",Factores Determinantes de los procesos de Innovación en las organizaciones
0001304275,ORIANA ROBLES MUNOZ,"Las TIC no son la solución, pero pueden ser una importante mediación si tenemos como principio pedagógico el reconocimiento del «otro»",La teoría en la práctica: pensar la educación desde la escuela,True,2013,Normal Santa Clara,Normal Santa Clara,,81 - 118,No Aplica,No Aplica,No Aplica,"""Las TIC no son la solución, pero pueden ser una importante mediación si tenemos como principio pedagógico el reconocimiento del «otro»""",La teoría en la práctica: pensar la educación desde la escuela
0001304275,ORIANA ROBLES MUNOZ,"Proceedings from the 24th International Congress on Project Management and Engineering : Alcoy, July 2020 = Comunicaciones presentadas al XXIV Congreso Internacional de Dirección e Ingeniería de Proyectos : Alcoy, celebrado del 7 al 9 de julio de 2020 (2020)","Proceedings from the 24th International Congress on Project Management and Engineering : Alcoy, July 2020 = Comunicaciones presentadas al XXIV Congreso Internacional de Dirección e Ingeniería de Proyectos : Alcoy, celebrado del 7 al 9 de julio de 2020",False,2020,Asociación Española de Dirección e Ingeniería de Proyectos,Asociación Española de Dirección e Ingeniería de Proyectos,,1780 - 1790,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica,"Proceedings from the 24th International Congress on Project Management and Engineering : Alcoy, July 2020 = Comunicaciones presentadas al XXIV Congreso Internacional de Dirección e Ingeniería de Proyectos : Alcoy, celebrado del 7 al 9 de julio de 2020 (2020)","Proceedings from the 24th International Congress on Project Management and Engineering : Alcoy, July 2020 = Comunicaciones presentadas al XXIV Congreso Internacional de Dirección e Ingeniería de Proyectos : Alcoy, celebrado del 7 al 9 de julio de 2020"
0001247026,JONATHAN EDUARDO CORAL SARRIA,The Use of Planar Electromagnetic Fields in Effective Vaccine Design,VACCINES,False,2017,IntechOpen Limited,IntechOpen Limited,,113 - 122,No Aplica,Ciencias Naturales;Ciencias Biológicas;Bioquímica y Biología Molecular,No Aplica,The Use of Planar Electromagnetic Fields in Effective Vaccine Design,VACCINES
