idgruplac,verificado,tipo,capitulo,lugar,fecha,libro,isbn,volumen,paginas,editorial,autores
00000000008160,False,Otro capítulo de libro publicado,El Grupo de Gestión de Objetos (OMG),Colombia,2004,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,958-9475-46-9,,229 - 243,Editorial Universidad Del Cauca,ALVARO RENDON GALLON
00000000008160,False,Otro capítulo de libro publicado,Modelo para la Construcción de Soluciones,Colombia,2005,Modelo Integral Para El Profesional En Ingeniería,9589475663,1,75 - 94,Editorial Universidad Del Cauca,CARLOS ENRIQUE SERRANO CASTANO
00000000008160,False,Otro capítulo de libro publicado,"Modelo de Gestión Integral Apliacdo a la Creación de Redes Sociales en la Agenda Caucana de Ciencia y Tecnología ""CAUCACYT""",Colombia,2005,INVESTIGACIÓN EN ADMINISTRACIÓN EN AMÉRICA LATINA: EVOLUCIÓN Y RESULTADOS,0,200,139 - 155,Edigrafías,"ADOLFO PLAZAS TENORIO, LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO"
00000000008160,False,Otro capítulo de libro publicado,Promoción y desarrollo de comunidades locales a través de plataformas informáticas: La experiencia de LINK-ALL,Colombia,2006,Perspectivas De Investigación Para El Cauca: Una Construcción Interdisciplinaria Sobre El Desarrollo Tecnológico Y Su Impacto En El Entorno,978-958-9451-16-8,1,1 - 29,Universidad del Cauca,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, NATALIA CAROLINA MAYA ORTIZ"
00000000008160,False,Otro capítulo de libro publicado,Architecture reasoning for supporting product line evolution: An example on security,Alemania,2006,Software Product Lines: Research Issues In Engineering And Management,9783540332527,,327 - 372,Springer,"JOSE LUIS ARCINIEGAS HERRERA, MIGUEL ANGEL OLTRA, JESUS BERMEJO, JOSE LUIS RUIZ, RODRIGO CERON, JUAN CARLOS DUENAS"
00000000008160,False,Otro capítulo de libro publicado,"Panela Agry Alimentary Chain of Cauca - Colombia, Case Study: Approach to a Knowledge Management Model for a Rural Territory",Inglaterra,2006,Second European Conference on Management of Technology,0,1,,Manor Printing Services,"ADOLFO PLAZAS TENORIO, LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO"
00000000008516,False,Capítulo de libro,Aplicación de Heurísticas de Usabilidad de Nielsen sobre la Plataforma Moodle 2.8.3 +Build 20150225 de la Institución Universitaria Colegio Mayor Del Cauca,Colombia,2018,"II Congreso Internacional en Inteligencia Ambiental, Ingeniería de Software y Salud Electrónica y Móvil ¿ AmITIC 2018",9789962698579,,105 - 112,OPCIONES GRAFICOS LTDA,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000008516,False,Capítulo de libro,Esquema de certificación tipo auditoría para el estándar ISO/IEC 29110-4-1 perfiles del ciclo de vida del software aplicable a la calidad de los procesos software de las VSE (very small entities),Argentina,2017,Congreso Internacional de Ciencias de la Computación y Sistemas de Información,978-987-45683-5-9,,137 - 150,OPCIONES GRAFICOS LTDA,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000008516,False,Capítulo de libro,Adoptar una política de seguridad de la información basados en un dominio del estándar NTC ISO/IEC 27002:2013 para la Cooperativa Codelcauca,Colombia,2017,"IV CONGRESO INTERNACIONAL AMITIC, APLICANDO NUEVAS TECNOLOGIAS",978-9962-698-48-7,,88 - 95,OPCIONES GRAFICOS LTDA,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000010589,False,Otro capítulo de libro publicado,CONDICIONES QUE ORIGINAN INUNDACIÓN DEL RÍO MOLINO EN POPAYÁN-COLOMBIA,Cuba,2018,CONVENCIÓN CIENTÍFICA DE INGENIERÍA Y ARQUITECTURA DE LA CUJAE 19 CCIA 2018,978-959-261-585-4,,53 - 63,CUJAE,LORENA VILLAQUIRAN LOPEZ
00000000010589,False,Otro capítulo de libro publicado,"APLICACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN, PARA LA VALORACIÓN DEL PATRIMONIO CULTURAL - POPAYÁN",Colombia,2015,Encuentro Internacional De Grupos De Investigación,139788409026524,,218 - 227,Gobernacion Del Cauca,"LILIANA VARGAS AGREDO, CLARA LUCIA BURBANO GONZALEZ"
00000000010589,False,Otro capítulo de libro publicado,"APLICACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN, PARA LA VALORACIÓN DEL PATRIMONIO CULTURAL - POPAYÁN",Colombia,2015,Memorias Del 1 Encuentro Internacional De Grupos De Investigación,9789585861541,,218 - 227,Gobernacion Del Cauca,"CLARA LUCIA BURBANO GONZALEZ, LILIANA VARGAS AGREDO"
00000000010589,False,Otro capítulo de libro publicado,SEMILLERO TÉCNIO + 1/2: FORMACIÓN DE CONCIENCIA SOCIAL Y COMPETENCIAS INVESTIGATIVAS PARA FUTUROS ARQUITECTOS. POPAYÁN- COLOMBIA,España,2015,"ARQUITECTURA Y CONOCIMIENTO: TEORÍAS, MÉTODOS Y PRÁCTICAS PARA LOS ÁMBITOS EDUCATIVO, PROFESIONAL O DE PARTICIPACIÓN SOCIAL DESDE UNA PERSPECTIVA DE UN PENSAMIENTO CRÍTICO",978-84-608-4211-8,,1 - 10,UNIVERSIDAD POLITÉCNICA DE CATALUNYA,LILIANA VARGAS AGREDO
00000000010589,False,Otro capítulo de libro publicado,"Caracterización de materiales en el Patrimonio Histórico. El caso de las columnas romanas de Écija, Sevilla- España",Colombia,2016,Proceedings of the 6th Amazon & Pacific Green Materials Congress and Sustainable Construction Materials Lat-Rilem Conference,978-958-59544-0-3,,67 - 87,Centro Editorial Universidad Del Valle,MARIA ISABEL TURBAY VARONA
00000000010589,False,Otro capítulo de libro publicado,"OBJETO VIRTUAL DE APRENDIZAJE PARA NIÑOS EN EDAD ESCOLAR, COMO APORTE A LA SALVAGUARDIA DE LAS PROCESIONES DE SEMANA SANTA. Popayán- Colombia",España,2016,"ARQUITECTONICS NETWORK: MENTE, TERRITORIO Y SOCIEDAD. Investigación innovadora e interdisciplinar a través del diseño: Educación, arquitectura y social en la planificación ",9788461768295-,,1 - 10,UNIVERSIDAD POLITÉCNICA DE CATALUNYA,LILIANA VARGAS AGREDO
00000000010589,False,Capítulo de libro,PROYECTO URBANO INDUSTRIAL DE NUEVA TECNOLOGIA,Colombia,2016,PROYECTO URBANO DOS EXPERIENCIAS ACADÉMICAS PARA CALI,978-958-8785-78-3,,48,Editorial Bonaventuriana,DIEGO FABIAN BOLANOS SARRIA
00000000010589,False,Otro capítulo de libro publicado,"PATRIMONIO ARQUITECTÓNICO CONTEMPORÁNEO: PROPUESTA DE REINTERPRETACIÓN TIPOLÓGICA EN EL CENTRO HISTÓRICO DE POPAYÁN, COLO",Colombia,2017,Arquitectura y urbanismo contemporáneo en centros históricos,978-958-5400-70-2,,260 - 267,Universidad de La Salle,JULIAN DAVID TOSSE ROSERO
00000000010589,False,Otro capítulo de libro publicado,Reflexiones Integradoras en procesos de investigación y el aporte que realiza Colciencias a los Grupos de Investigación en la Educacion Supèrior,Colombia,2017,Pedagogía y Construcción de Ámbitos de Educación. La Función de Educar.,978-1-945570-44-5,,42 - 56,Editorial REDIPE,"CLARA LUCIA BURBANO GONZALEZ, KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO"
00000000010589,False,Otro capítulo de libro publicado,"FORMACIÓN DE ARQUITECTOS DEL SIGLO XXI, FRENTE A LA GESTIÓN DEL RIESGO DE DESASTRES Y LA PLANIFICACIÓN TERRITORIAL. Popayán- Colombia",España,2017,"ARQUITECTONICS : MIND, LAND, SOCIETY 2017 Construyendo la vida social: el conocimiento incorporado, extendido y distribuido que subyace en la arquitectura y en el urbanismo",9788469784136-,,1 - 10,UNIVERSIDAD POLITÉCNICA DE CATALUNYA,LILIANA VARGAS AGREDO
00000000010589,False,Otro capítulo de libro publicado,"ESTRATEGIAS PARA DISMINUIR LA VULNERABILIDAD, DEL HABITAT FISICO- CONSTRUIDO Y NATURAL, AFECTADOS POR SERVIDUMBRE DE PASO, DEL OLEODUCTO PETROLERO. VEREDAS SILVANIA LAS ACACIAS, ORITO, PUTUMAYO. COLOMBIA",Cuba,2018,CONVENCIÓN CIENTÍFICA DE INGENIERÍA Y ARQUITECTURA DE LA CUJAE 19 CCIA 2018,9789592615854,,41 - 52,CUJAE,LILIANA VARGAS AGREDO
00000000010589,False,Otro capítulo de libro publicado,GESTIÓN PROSPECTIVA DEL RIESGO DE DESASTRES Y VIVIENDA SOCIAL. Popayán- Colombia,Cuba,2018,CONVENCIÓN CIENTÍFICA DE INGENIERÍA Y ARQUITECTUR A DE LA CUJAE 19 CCIA 2018,9789592615854,,31 - 40,CUJAE,LILIANA VARGAS AGREDO
00000000008516,False,Capítulo de libro,INNOVACION EN LA ENSEÑANZA DE LAS MATEMATICAS GENERALES EN LA FACULTAD DE INGENIERIA DE LA INSTITUCION UNIVERSITARIA COLEGIO MAYOR DEL CAUCA,Colombia,2017,Encuentro Internacional de Educación en Ingeniería,978-958-680-084-6,,1 - 10,OPCIONES GRAFICOS LTDA,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000010589,False,Otro capítulo de libro publicado,ARTICULACIÓN ENTRE TEORÍA Y PRÁCTICA SOBRE RESILIENCIA URBANA Y GESTIÓN DEL RIESGO DE DESASTRES EN EL ORDENAMIENTO TERRITORIAL. Popayán-Colombia,España,2019,ARQUITECTONICS NETWORK: MIND LAND SOCIETY: FREEDOM TO DESING ,9788409193745-,,308 - 317,UNIVERSIDAD POLITÉCNICA DE CATALUNYA,LILIANA VARGAS AGREDO
00000000010589,False,Capítulo de libro,PLAN ESPECIAL DE MANEJO Y PROYECCIÓN DE UN SECTOR HISTÓRICO FRENTE A LA VULNERABILIDAD GLOBAL,España,2021,"THE NEW SENSE OF PLACE IN EDUCATION, PROFESSION AND SOCIAL INTERACTION",9788409305353,,160 - 174,UNIVERSIDAD POLITÉCNICA DE CATALUNYA,LILIANA VARGAS AGREDO
00000000010589,False,Capítulo de libro,"EL COLOR COMO HERRAMIENTA DE RECUPERACIÓN, INTEGRACIÓN Y APROPIACIÓN, DE LOS ESPACIOS PÚBLICOS URBANOS",Colombia,2022,"UNIVERSIDAD INCCA DE COLOMBIA GLOBALIZACIÓN, CULTURA Y SOCIEDAD: INVESTIGACIÓN SOCIAL, SALUD MENTAL, IDENTIDADES INTERCULTURALES, INCLUSIÓN, CONFLICTO, SUBJETIVIDADES Y RESISTENCIAS",978-958-9009-75-8,,345 - 368,Editorial Universidad Incca,JUAN DAVID CORTES LEON
00000000010589,False,Capítulo de libro,Aplicación de Building Information Modeling BIM en el entorno educativo para el desarrollo de proyectos arquitectónicos,Colombia,2022,Ingeniería y Desarrollo en la Nueva Era ,978-628-95135-5-4,,811 - 828,Instituto Antioqueño de Investigación,"NESTOR ARIEL GOMEZ QUISOBONI, JUAN DAVID CORTES LEON"
00000000010741,False,Capítulo de libro,COMPORTAMIENTO PRODUCTIVO DE POLLOS DE ENGORDE ALIMENTADOS CON TRES NIVELES DE INCLUSIÓN DE HARINA DE HOJAS DE Thitonia diversifolia - atena,No Aplica,2022,"Investigación, tecnología e innovación en ciencias agrícolas 3",978-65-258-0454-5,,71 - 81,ATENA,"CARLOS AUGUSTO MARTINEZ MAMIAN, SANDRA LORENA LOPEZ QUINTERO, XIMENA ANDREA RUIZ ERAZO"
00000000010741,False,Capítulo de libro,COMPORTAMIENTO PRODUCTIVO DE POLLOS DE ENGORDE ALIMENTADOS CON TRES NIVELES DE INCLUSIÓN DE HARINA DE HOJAS DE Thitonia diversifolia,Brasil,2022,"Investigación, tecnología e innovación en ciencias agrícolas 3",978-65-258-0454-5,,71 - 81,Atena Editora,"XIMENA ANDREA RUIZ ERAZO, CARLOS AUGUSTO MARTINEZ MAMIAN, SANDRA LORENA LOPEZ QUINTERO"
00000000010741,False,Capítulo de libro,RETOS DE INNOVACIÓN EN LA CADENA PRODUCTIVA DE LA PANELA,Brasil,2022,Tecnología e Innovación en Ciencias Agrarias 3,978-652-580-454-5-,,1 - 17,ATENA EDITORES,JAIME VENTE GARCES
00000000008516,False,Capítulo de libro,Tic en la enseñanza de la matemática experiencia en la Institución Universitaria Colegio Mayor del Cauca,Panamá,2014,V Jornadas Internacionales de Campus Virtuales,978-84-617-2445-1,,124 - 129,Universidad Tecnológica de Panamá,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000008516,False,Capítulo de libro,Impacto de las TIC en el nivel de deserción de la población estudiantil de primer semestre de la facultad de Ingeniería de la Institución Universitaria Colegio Mayor del Cauca,Colombia,2015,Memorias Del 1 Encuentro Internacional De Grupos De Investigación,9789585861541,,183 - 195,Gobernacion Del Cauca,ALBERTO BRAVO BUCHELY
00000000008516,False,Capítulo de libro,Guía metodológica de pruebas especializada en control y calidad de aplicaciones móviles fundamentados en la norma ISO 9241-11 Ergonomic requirements for office work with visual display terminals (VDTS) 2016,Colombia,2017,"IV CONGRESO INTERNACIONAL AMITIC, APLICANDO NUEVAS TECNOLOGIAS",978-9962-698-48-7,,70 - 82,OPCIONES GRAFICOS LTDA,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000001162,False,Otro capítulo de libro publicado,DEL UMBRAL DE LA DECADENCIA A LA UTOPÍA CREADORA: LÍNEAS DE FUGA Y NARRATIVAS CONTRAHEGEMÓNICAS DE LA BIOCONTABILIDAD,Colombia,2009,Memorias Xx Congreso Nacional De Estudiantes De Contaduría Pública,978-958-99130-0-0,,143 - 157,No Aplica,OSCAR RAUL SANDOVAL ZUNIGA
00000000004639,False,Otro capítulo de libro publicado,La formación y creación de equipos de investigación,Colombia,2005,Sentidos De Motricidad En El Escenario Escla Educación Física Escolar. Un Inicio De Rupturas Paradigmáticas Desde Los Actores De La Educación Física En Colombia ,958-9090-06-0,1,35 - 60,Digital express,EUGENIA TRIGO AZA
00000000015758,False,Capítulo de libro,"""UNA FEMINISTA EN LA ERA DIGITAL: ¿MUJERES COLONIZADAS EN EL MUNDO DE LA INTERNET?""",No Aplica,2022,"Algoritmos, teletrabajo y otros grandes temas del feminismo digital",978-84-1122-494-9,,1,Dykinson S.L.,LEIDY CONSUELO TORRES COLLAZOS
00000000002192,False,Otro capítulo de libro publicado,El lugar del trabajo en el territorio existencial del carnaval¿. El entrecruzamiento de la tradición y la modernidad,Colombia,2011,"El entrecruzamiento de la tradición y la modernidad. Memorias Encuentro Internacional sobre Estudios de Fiesta, Nación y Cultura",78-9589994-40-5-,,227 - 237,Intercultura,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Capítulo de libro,El lugar del trabajo en el territorio existencia del carnaval de negros y blancos,Colombia,2011,"El Entrecruzamiento De La Tradición Y La Modernidad. Memorias Del Encuentro Internación Sobre Estudios De Fiestas, Nación Y Cultura",978-958-99944-0-5,,225 - 238,Universidad Distrital Grupo De Investigacion Interculturalidad Ciencia Y Tecnologia,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Otro capítulo de libro publicado,EL LUGAR DEL TRABAJO EN EL TERRITORIO EXISTENCIAL DEL CARNAVAL DE NEGROS Y BLANCOS,Colombia,2012,"El Entrecruzamiento De La Tradición Y La Modernidad. Memorias Del Encuentro Internación Sobre Estudios De Fiestas, Nación Y Cultura",978-958-99944-0-5,,225 - 239,Universidad Distrital Grupo De Investigacion Interculturalidad Ciencia Y Tecnologia,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Otro capítulo de libro publicado,Un llano de piedras que consuela. Tejidos narrativos sobre la (des)posesión de la tierra en Cumbal,Colombia,2012,"Memorias Del Simposio Pensamiento, Historia Y Cultura De Los Pueblos Pastos Y Quillacingas",978-958-8439-22-8,,137 - 150,Edinar,OSCAR ANDRES LOPEZ CORTES
00000000002192,False,Otro capítulo de libro publicado,Articulación de la oferta y la demanda tecnológica en Cauca y Nariño a través de la realización de una Rueda de Negocios de Innovación,Colombia,2012,Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento. Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado,978-958-732-110-4,,64 - 87,Editorial Universidad Del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, OMAIRA CALVO GIRALDO, ARTURO OBANDO IBARRA"
00000000002192,False,Otro capítulo de libro publicado,"Las Artes y saberes performativos entre las estrategias de control y las tácticas de control y las tácticas populares. Caso Carnaval de Negros y Blancos, Patrimonio cultural inmaterial de la humanidad",Italia,2012,Paisaje Cultural Urbano E Identidad Territorial 2° Coloquio Red Internacional De Pensamiento Crítico Sobre Globalización Y Patrimonio Construido Florencia De 2012,978-88-548-4946-4,,759 - 770,No Aplica,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Otro capítulo de libro publicado,Tejer el equilibrio en procesos de la educación al interior del pensamiento indígena kamënt á (putumayo),Colombia,2013,El Tránsito De La Desideologización De Los Pueblos Hacia La Recuperación De Saberes Populares,978-956-353-326-2,,38 - 42,Centro Editorial Universidad Del Valle,"WILLIAN JAIRO MAVISOY MUCHAVISOY, CARLOS JAMIOY NARVAEZ, ANA LUCIA JAMIOY CHINDOY"
00000000002192,False,Capítulo de libro,Hijos del agua y delas estrellas. Una visión cosmopolítica del territorio en el departamento del Cauca,Brasil,2016,"Saberes, paisajes y territorios en América latina",78-85848-26-1,,175 - 179,Editora UFPR,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Capítulo de libro,"Sentir/pensar con la madre tierra, resistencias bioculturales y poder social. En Resistencias y puntos de fuga. Reflexiones y prácticas contra neoliberales",Chile,2017,Resistencias y puntos de fuga. Reflexiones y prácticas contra neoliberale,78-9568-83-9,,65 - 80,Editorial Universidad de Los Lagos,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Capítulo de libro,"Hijos del agua y de las estrellas. Una visión cosmo-política del territorio en el departamento del Cauca, Colombia",Colombia,2018,"Saberes, paisajes y territorios en América latina",78-958-732-318-4,,159 - 182,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Capítulo de libro,"Gestión de la innovación en pymes del sector terciario en Popayan, Cauca",Colombia,2018,Nuevas realidades glocales e innovación ,978-958-56958-7-0,,133 - 151,"Sello Editorial, Tecnológico de Antioquia, Publicarte",ZAMANDA CORREA CORREA
00000000002192,False,Capítulo de libro,"Benjamin festivo. Una lectura de la risa, el juego y el carnaval",México,2019,Astillas de tiempo rebelde. Luchas y reflexiones desde la mirada de Walter Benjamín,978-607-525-617-7,,117 - 142,Benemerita Universidad Autonoma De Puebla,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Capítulo de libro,"Actitud emprendedora: Análisis descriptivo para docentes de una IE en Cauca, Colombia",España,2019,Enseñanza y Aprendizaje de las Ciencias en Debate ,978-84-17729-78-3,,776,Universidad De Alcala,"ISABEL CRISTINA RIVERA LOZADA, PAULA ANDREA MENESES MEDINA, ANGELA DAYANA AGUIRRE AZA"
00000000002192,False,Capítulo de libro,El saber del corazón y las voces del territorio,No Aplica,2020,saberes bioculturales. En pie de reexistencia en el sur global,978-84-338-6703-2,,83 - 107,universidad de granada,BERNARDO JAVIER TOBAR QUITIAQUEZ
